378;2008-09-08 16:14:26.797;50058;0;And you're right about '%path%'... I had mistaken this from some work with p/invoke calls (I used '%path%' to simplify the 'DllImportAttribute' use).;3619
381;2008-09-08 16:27:53.317;50061;0;The decision not to upgrade is because of lack of (programmer) resources.  It works, and only needs minimal support so we don't want to touch it at this point.;770
390;2008-09-08 16:52:18.347;50130;0;Wow really, just out of curiosity what products have you seen this with. Often i have had licenses transferred from my name to a company name and have yet to pay any transfer fee.;5119
393;2008-09-08 16:57:04.887;50140;0;The cases are locations so location 1-200+   ** I did not write the code :D **;3208
394;2008-09-08 17:01:25.670;46940;1;I can understand the argument that the user of Animal should only know about Leg objects, but I'm less convinced that this should be hidden from the users of the Dog class.;327
400;2008-09-08 17:10:58.987;50128;0;That worked.   Thanks, your the man. I just couldn't find where to get current device from.;3415
401;2008-09-08 17:12:55.143;48684;11;Wow! Thanks. Didn't realize that jQuery abstracted that so well. You rock! I would think it would still have the difference between (this) and (event.target) -- being object you bound the event to vs. the object that received the event.;4489
405;2008-09-08 17:15:49.677;45316;0;See my answer for more details, but for my simple case this was the easiest approach.;363
406;2008-09-08 17:16:30.033;50203;0;Marshall - one of the requirements was a distributed source control. Does Tortoise support one of the SVN-based DVCSeS?;572
408;2008-09-08 17:17:26.523;50185;0;"I had no trouble with cross-platform ASMX services--XML does quite nicely there. I understand that WCF = remoting + ASMX + MSMQ + WSE. My beef is that MS should use a little ""progressive enhancement"" to make WCF more easily approachable and my question is how! Thanks, rp";2536
410;2008-09-08 17:26:44.457;50059;0;Mainstream support for the framework (1.1) ends at the same time;4544
